TU_ID	Gene_name	Left	Right	Strand	Expression_EP	Description
1699	selC	3805221	3805338	-	0.20096636683292746	selC
1700	yicJI	3804873	3809317	+	0.2074830831729475	yicJI
1701	nlpA	3801520	3802361	+	0.9282037163927885	nlpA
1702	nepI	3799766	3800987	+	0.20646920445359165	nepI
1703	adeD	3795807	3797626	-	0.4783207310567281	adeD
1704	uhpT	3794339	3795760	+	0.7935260906007149	uhpT
1705	ivbL-ilvBN	3788514	3790790	+	3.112748039463011	ivbL-ilvBN
1706	ivbL	3788514	3788701	+	22.36163574632128	ivbL
1707	istR	3788345	3788418	+	0.0	istR
1708	istR	3788280	3788418	+	0.0	istR
1709	tisB	3787848	3788199	-	2.5358970001570396	tisB
1710	emrD	3786431	3787691	-	0.490042689787275	emrD
1711	yidL	3780361	3781283	-	0.13146615220058078	yidL
1712	ibpB	3774556	3775067	+	0.9650709647813143	ibpB
1713	ibpAB	3774019	3775067	+	1.2659337507901212	ibpAB
1714	yidQ	3773477	3773992	-	4.2676882130283	yidQ
1715	gyrB	3761387	3763831	+	9.847815303468746	gyrB
1716	recF	3759696	3761388	+	5.260072657039369	recF
1717	recF	3759676	3761388	+	5.21306554169649	recF
1718	dnaN-recF	3759189	3761388	+	5.488240349960705	dnaN-recF
1719	dnaN-recF	3758975	3761388	+	5.55079331305038	dnaN-recF
1720	dnaN-recF	3758947	3761388	+	5.531163885546161	dnaN-recF
1721	dnaN-recF	3758804	3761388	+	5.76357403547097	dnaN-recF
1722	dnaAN-recF	3757655	3761388	+	6.165862890051045	dnaAN-recF
1723	dnaAN-recF	3757576	3761388	+	6.038148372926234	dnaAN-recF
1724	rpmH-rnpA	3756685	3757471	-	25.93851199940255	rpmH-rnpA
1725	rpmH-rnpA	3756685	3757425	-	27.54655991311215	rpmH-rnpA
1726	rpmH-rnpA	3756685	3757299	-	33.11356594197776	rpmH-rnpA
1727	tnaCAB	3753028	3753125	-	31.25747624535352	tnaCAB
1728	tnaC	3753028	3753125	-	31.25747624535352	tnaC
1729	yieEF	3742585	3743973	-	2.719161541751607	yieEF
1730	bglGFB	3731106	3735553	+	0.4111734616913052	bglGFB
1731	bglGFB	3731106	3731209	+	0.4045695082575944	bglGFB
1732	bglG	3731106	3732166	+	0.32695007130059084	bglG
1733	bglG	3731086	3732166	+	0.3209066319050162	bglG
1734	phoU	3730138	3730949	+	57.86898019698461	phoU
1735	pstB-phoU	3729356	3730949	+	48.18663146969181	pstB-phoU
1736	pstB-phoU	3729247	3730949	+	46.56802879209052	pstB-phoU
1737	pstCAB-phoU	3727261	3730949	+	36.48910852926187	pstCAB-phoU
1738	pstSCAB-phoU	3726235	3730949	+	55.18750714217799	pstSCAB-phoU
1739	pstS	3726235	3727359	+	122.47140118165544	pstS
1740	pstSCA	3726235	3729307	+	59.66382774507253	pstSCA
1741	glmUS	3722580	3725992	+	16.4959169324899	glmUS
1742	glmUS	3722477	3725992	+	16.01281217160094	glmUS
1743	atpBEFHAGDC	3715669	3722294	+	85.52637619610577	atpBEFHAGDC
1744	atpBEFHAGDC	3715533	3722294	+	83.95313848405894	atpBEFHAGDC
1745	atpIBEFHAGDC	3715278	3722294	+	81.05969707212495	atpIBEFHAGDC
1746	mnmG-rsmG	3712129	3714745	+	7.746125455638382	mnmG-rsmG
1747	mioC	3711328	3711790	+	16.237730005300595	mioC
1748	asnC	3710772	3711257	+	1.346742119244876	asnC
1749	asnC-mioC	3710772	3711790	+	8.035476174637466	asnC-mioC
1750	asnC-mioC-mnmG	3710772	3714097	+	8.053036456835834	asnC-mioC-mnmG
1751	asnA	3709656	3710673	-	1.2812531805090657	asnA
1752	kup	3704619	3706699	-	1.0129572109726295	kup
1753	ravA-viaA	3706675	3709650	+	1.475562180030286	ravA-viaA
1754	kup	3704619	3706621	-	1.049196854525386	kup
1755	kup	3704619	3706537	-	1.0950992169108718	kup
1756	rbsDACBKR	3698584	3704480	-	17.533130116537688	rbsDACBKR
1757	rrsC-gltU-rrlC-rrfC	3690736	3696286	-	25448.515873570246	rrsC-gltU-rrlC-rrfC
1758	rrsC-gltU-rrlC-rrfC	3690736	3696169	-	25996.320572753044	rrsC-gltU-rrlC-rrfC
1759	hdfR	3689782	3690674	+	2.2544542733387662	hdfR
1760	ilvLXG_1G_2MEDA	3680818	3687584	-	1.420830938128434	ilvLXG_1G_2MEDA
1761	ilvLXG_1G_2MEDA	3680680	3687584	-	1.3994398920471987	ilvLXG_1G_2MEDA
1762	ilvL	3687332	3687584	-	2.3470887481143534	ilvL
1763	ilvLXG_1G_2MEDA	3680818	3687512	-	1.4352103084908538	ilvLXG_1G_2MEDA
1764	ilvLXG_1G_2MEDA	3680680	3687512	-	1.4133035310037265	ilvLXG_1G_2MEDA
1765	ilvL	3687332	3687512	-	3.24255482649759	ilvL
1766	ilvEDA	3680818	3685414	-	0.6735240780587265	ilvEDA
1767	ilvEDA	3680680	3685414	-	0.6641072246914563	ilvEDA
1768	ilvA	3680818	3682567	-	0.35512221079277256	ilvA
1769	ilvA	3680680	3682567	-	0.35477347608409593	ilvA
1770	ilvY	3679936	3680919	+	0.5384625808941252	ilvY
1771	ilvC	3678358	3679890	-	1.689582387629853	ilvC
1772	ppiC	3677962	3678270	+	4.75197039182786	ppiC
1773	rep	3675105	3677155	-	1.5061868019077782	rep
1774	trxA	3671713	3672155	-	33.21854892280191	trxA
1775	trxA	3671713	3672115	-	36.38423180780705	trxA
1776	rhoL-rho	3670127	3671640	-	52.349033946525594	rhoL-rho
1777	rhoL	3671468	3671640	-	17.229040680938112	rhoL
1778	rhoL	3671444	3671640	-	38.76583073694635	rhoL
1779	rhoL	3671290	3671640	-	75.21921634946136	rhoL
1780	rhoL	3671063	3671640	-	60.7449698305334	rhoL
1781	rhoL	3670927	3671640	-	62.757468092929116	rhoL
1782	rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM	3657107	3670002	-	2.3926787909726968	rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM
1783	argX-hisR-leuT-proM	3654962	3655438	-	4.512331054306373	argX-hisR-leuT-proM
1784	aslB	3653610	3655021	-	0.14671143704843714	aslB
1785	glmZ	3651200	3651370	-	47.14918880879086	glmZ
1786	cyaA	3644104	3647028	-	5.142399307345495	cyaA
1787	cyaA	3644104	3647012	-	5.149856697938056	cyaA
1788	cyaA	3644104	3646803	-	5.462961563277186	cyaA
1789	yifL-dapF-yigA-xerC-yigB	3639904	3643310	-	2.7323747086051875	yifL-dapF-yigA-xerC-yigB
1790	uvrD	3637626	3639895	-	0.9349164375150392	uvrD
1791	uvrD	3637626	3639831	-	0.9095447283118011	uvrD
1792	corA	3635427	3636608	-	5.24465162546804	corA
1793	yigI	3633079	3633572	+	0.9809493137038863	yigI
1794	pldA	3631967	3632988	-	2.753323447531382	pldA
1795	recQ	3630040	3631966	-	0.9623707716720306	recQ
1796	metR	3624966	3625939	+	0.3248946713345117	metR
1797	metR	3624948	3625939	+	0.32488939057751726	metR
1798	metE	3622489	3624918	-	0.7050285703754824	metE
1799	ysgA	3621460	3622448	+	1.1749032530991481	ysgA
1800	udp	3620611	3621411	-	118.07823999417617	udp
1801	esrE	3617574	3617824	-	8.755362911004543	esrE
1802	tatABCD	3613467	3615893	-	8.616252509386753	tatABCD
1803	tatABC	3614266	3615893	-	11.995007314654833	tatABC
1804	fre	3610575	3611359	-	5.294655827404789	fre
1805	fre	3610575	3611317	-	5.4113799184347	fre
1806	fadBA	3606790	3610193	+	0.6505832573709218	fadBA
1807	pepQ-yigZ-trkH-hemG	3602650	3606655	-	5.568820772723001	pepQ-yigZ-trkH-hemG
1808	rrsA-ileT-alaT-rrlA-rrfA	3597167	3602563	-	25857.493680196985	rrsA-ileT-alaT-rrlA-rrfA
1809	rrsA-ileT-alaT-rrlA-rrfA	3597167	3602446	-	26430.298545181246	rrsA-ileT-alaT-rrlA-rrfA
1810	mobAB	3595773	3596896	+	1.1456218375744318	mobAB
1811	yihD	3595465	3595753	-	2.48998793274979	yihD
1812	mobAB	3595682	3596896	+	1.0598886244006873	mobAB
1813	srkA-dsbA	3593759	3595411	-	9.014042247303173	srkA-dsbA
1814	dsbA	3593759	3594425	-	15.479066661783243	dsbA
1815	yihG	3591151	3592132	+	0.7967365134375325	yihG
1816	polA	3588051	3590862	-	6.52231713538583	polA
1817	spf	3587796	3587903	-	0.5539379121255172	spf
1818	csrC	3586523	3586766	-	77.13493458552723	csrC
1819	yihI	3585947	3586494	-	5.72745944227329	yihI
1820	hemN	3584385	3585859	-	2.5628587360524135	hemN
1821	glnLG	3581432	3583933	+	1.1626541424549057	glnLG
1822	glnA	3579696	3581812	+	16.340226120503974	glnA
1823	glnALG	3579696	3583933	+	8.642462844167133	glnALG
1824	glnA	3579581	3581812	+	15.512347980726751	glnA
1825	glnALG	3579581	3583933	+	8.421192952264558	glnALG
1826	yihXY-dtd-yiiD	3559365	3562254	-	4.791318395270408	yihXY-dtd-yiiD
1827	rhaD	3543418	3544354	+	0.11496628416872227	rhaD
1828	rhaBAD	3540331	3544354	+	0.04945654108944534	rhaBAD
1829	rhaSR	3538309	3540091	-	0.16483533074054982	rhaSR
1830	rhaT	3537237	3538311	+	0.18493144813104026	rhaT
1831	sodA	3536373	3537043	-	156.41574500007792	sodA
1832	cpxRA	3532117	3534200	+	6.92631830661945	cpxRA
1833	cpxPQ	3531424	3532017	-	6.979831210910056	cpxPQ
1834	pfkA	3529289	3530328	-	15.868638890337257	pfkA
1835	pfkA	3529289	3530280	-	16.332399982399448	pfkA
1836	cdh	3527073	3527895	-	1.8709973723840025	cdh
1837	tpiA	3526279	3527062	+	24.020476739773304	tpiA
1838	tpiA	3526234	3527062	+	22.747391138539133	tpiA
1839	yiiS-uspD	3524082	3524933	-	3.604341375644873	yiiS-uspD
1840	fpr	3523304	3524076	+	4.6446427347946875	fpr
1841	glpFKX	3519642	3523275	+	41.48981190526383	glpFKX
1842	rraA	3518445	3518957	+	18.08129315229263	rraA
1843	menA-rraA	3517405	3518957	+	7.105503028125366	menA-rraA
1844	menA-rraA	3517397	3518957	+	7.06911120723868	menA-rraA
1845	hslVU	3515449	3517434	+	7.156421590128307	hslVU
1846	cytR	3513294	3514371	+	5.871942208469733	cytR
1847	rpmE	3510578	3510894	-	236.9414682372102	rpmE
1848	metJ	3509337	3509724	+	8.327158396804299	metJ
1849	metJ	3509274	3509724	+	7.206879329698723	metJ
1850	metJ	3509245	3509724	+	6.772368933521462	metJ
1851	metBL	3505536	3509166	-	0.6653913779712514	metBL
1852	metF	3504297	3505256	-	0.22820909592203023	metF
1853	katG	3501788	3503990	-	4.88437381656386	katG
1854	ppc	3484613	3487355	+	10.36951621150487	ppc
1855	argCBH	3479580	3482917	-	0.33040658989858257	argCBH
1856	argE	3482906	3484106	+	2.0495272067698727	argE
1857	argE	3482725	3484106	+	1.798587635712585	argE
1858	oxyS	3479409	3479517	+	0.38146989498701417	oxyS
1859	oxyR	3478396	3479345	-	3.6536590130551745	oxyR
1860	sthA	3477001	3478412	+	18.34148739507849	sthA
1861	trmA	3474508	3475665	+	3.7899537209692498	trmA
1862	btuB-murI	3471518	3474403	-	4.680685897394903	btuB-murI
1863	rrsB-gltT-rrlB-rrfB	3466000	3471435	-	25239.92779028077	rrsB-gltT-rrlB-rrfB
1864	rrsB-gltT-rrlB-rrfB	3465841	3471435	-	24522.783020402665	rrsB-gltT-rrlB-rrfB
1865	rrsB-gltT-rrlB-rrfB	3466000	3471318	-	25794.932757452483	rrsB-gltT-rrlB-rrfB
1866	rrsB-gltT-rrlB-rrfB	3465841	3471318	-	25046.367705067347	rrsB-gltT-rrlB-rrfB
1867	coaA	3462696	3463726	+	4.130243864756852	coaA
1868	thrU-tyrU-glyT-thrT-tufB	3460618	3462421	-	332.1402433560144	thrU-tyrU-glyT-thrT-tufB
1869	secE-nusG	3459447	3460625	-	23.45518701794924	secE-nusG
1870	rplKAJL-rpoBC	3448190	3459448	-	145.8505892027408	rplKAJL-rpoBC
1871	rplJL-rpoBC	3448190	3458179	-	128.7998408672765	rplJL-rpoBC
1872	rpoBC	3448190	3456739	-	65.03242916784319	rpoBC
1873	yjaZ	3447454	3448049	-	0.8662740632407981	yjaZ
1874	sroH	3447316	3447475	+	0.44085614930871087	sroH
1875	rsd	3440944	3441470	+	2.298040661885141	rsd
1876	rsd	3440849	3441470	+	2.2372181491981133	rsd
1877	hupA	3437202	3437626	-	142.18876552794563	hupA
1878	zraP	3436091	3436539	+	0.5543058940092708	zraP
1879	zraSR	3433158	3435897	-	0.5260344847163886	zraSR
1880	purHD	3430176	3433160	+	0.24197344194907458	purHD
1881	rrsE-gltV-rrlE-rrfE	3424645	3429939	-	25634.831849887178	rrsE-gltV-rrlE-rrfE
1882	rrsE-gltV-rrlE-rrfE	3424645	3429831	-	26168.44905297272	rrsE-gltV-rrlE-rrfE
1883	metA	4218871	4219920	+	0.3655839837998152	metA
1884	metA	4218945	4219920	+	0.3751560724569803	metA
1885	aceBAK	4220114	4225043	+	9.189271411444382	aceBAK
1886	metH	4228217	4232222	+	1.8355836064494495	metH
1887	iclR	4227516	4228363	-	8.648681374710124	iclR
1888	metH	4228495	4232222	+	1.5197565356930494	metH
1889	yjbB	4232314	4234073	+	0.5978161261407382	yjbB
1890	lysC	4236596	4238250	-	1.6769448531179283	lysC
1891	lysC	4236596	4238327	-	1.602435474185395	lysC
1892	pgi	4238434	4240118	+	16.966150350616278	pgi
1893	yjbE	4240570	4240920	+	0.08706483250447905	yjbE
1894	yjbEFGH	4240570	4244441	+	0.05304647422183282	yjbEFGH
1895	yjbEFGH	4240584	4244441	+	0.0532389206170403	yjbEFGH
1896	psiE	4245012	4245446	+	0.17783706449771122	psiE
1897	malEFG	4247251	4251175	-	74.14304069203745	malEFG
1898	malK-lamB-malM	4251448	4255185	+	105.87563667586501	malK-lamB-malM
1899	ubiCA	4257155	4258599	+	3.036969642818679	ubiCA
1900	dgkA	4261169	4261716	+	5.459281778665683	dgkA
1901	plsB	4258755	4261213	-	2.182113286458451	plsB
1902	plsB	4258755	4261309	-	2.3606099366282276	plsB
1903	dgkA	4261320	4261716	+	6.810932527792936	dgkA
1904	lexA-dinF	4261799	4263832	+	4.237090789637955	lexA-dinF
1905	pspG	4267528	4267793	+	0.2261394472722149	pspG
1906	dnaB	4268995	4270440	+	2.4202101625863723	dnaB
1907	qorA	4267960	4269015	-	3.0319276782816913	qorA
1908	alr	4270301	4271572	+	2.3509684161530053	alr
1909	alr	4270364	4271572	+	2.413652637094996	alr
1910	tyrB	4271794	4273051	+	3.6035836636704492	tyrB
1911	yjbQR	4274926	4275725	+	6.083390886219372	yjbQR
1912	uvrA	4275761	4278647	-	1.2681109928464196	uvrA
1913	ssb	4278723	4279372	+	16.840937756070947	ssb
1914	ssb	4278792	4279372	+	18.817465220992332	ssb
1915	ssb	4278804	4279372	+	19.21362238353954	ssb
1916	yjcB	4279472	4279875	-	1.208144360429907	yjcB
1917	pdeC	4280130	4281768	+	0.10690261191344985	pdeC
1918	soxS	4281772	4282134	-	0.860509561454846	soxS
1919	soxR	4282159	4282668	+	0.317033059690725	soxR
1920	ryjA	4282639	4282777	-	0.1289049342532371	ryjA
1921	ghxP	4283033	4284539	+	0.3090135071549403	ghxP
1922	actP	4287965	4289646	-	0.2888440062260346	actP
1923	acs-yjcH-actP	4287965	4292102	-	0.528554082259323	acs-yjcH-actP
1924	acs-yjcH-actP	4287965	4292306	-	0.5431312193722898	acs-yjcH-actP
1925	nrfABCDEFG	4292383	4298850	+	0.08122472417617829	nrfABCDEFG
1926	fdhF	4301779	4304007	-	0.31834893119266877	fdhF
1927	alsRBACE	4313583	4318931	-	0.5008997657111847	alsRBACE
1928	alsRBACE	4313583	4318936	-	0.5004320721857773	alsRBACE
1929	rpiB	4319057	4319626	+	4.814757024740693	rpiB
1930	phnCDE_1E_2FGHIJKLMNOP	4320144	4331005	-	0.38853652206492945	phnCDE_1E_2FGHIJKLMNOP
1931	crfC-yjcZ	4332864	4336037	+	0.18411406514758732	crfC-yjcZ
1932	crfC-yjcZ	4332879	4336037	+	0.18498802431759165	crfC-yjcZ
1933	proP	4336120	4337803	+	6.033972486095973	proP
1934	proP	4336207	4337803	+	6.36248037488843	proP
1935	adiC	4341494	4343001	-	0.1015467894021757	adiC
1936	adiY	4342968	4343841	-	0.16697826523020443	adiY
1937	adiA	4344010	4346355	-	0.1930842105269234	adiA
1938	melR	4346520	4347449	-	1.3793218203926356	melR
1939	melAB	4347687	4350589	+	0.31366406019711207	melAB
1940	fumB	4351431	4353147	-	0.975517111361385	fumB
1941	dcuB-fumB	4351431	4354563	-	0.7463343475681388	dcuB-fumB
1942	dcuB-fumB	4351431	4354890	-	0.7071348674696977	dcuB-fumB
1943	dcuR	4355115	4356364	-	3.119184545656927	dcuR
1944	dcuSR	4355115	4357484	-	2.4565898080149453	dcuSR
1945	ghoST	4358349	4358880	+	0.4352344999474589	ghoST
1946	lysU	4359000	4360596	-	10.37297172961228	lysU
1947	lysU	4359000	4360604	-	10.321300637559416	lysU
1948	cadBA	4362270	4365905	-	0.08182227320796986	cadBA
1949	cadC	4366196	4367762	-	0.2706317859617706	cadC
1950	pheU	3110143	3110218	+	0.2440051578021617	pheU
1951	yjdC	4368533	4369129	-	3.299101347533751	yjdC
1952	cutA	4370818	4371191	-	1.9491365603337076	cutA
1953	dcuA	4371272	4372644	-	7.48725194757422	dcuA
1954	dcuA	4371272	4372752	-	10.44829330805154	dcuA
1955	aspA-dcuA	4371272	4374233	-	25.45162524121149	aspA-dcuA
1956	aspA	4372646	4374233	-	40.98532499291547	aspA
1957	fxsA	4374405	4374941	+	1.351394791252105	fxsA
1958	groSL	4376418	4378472	+	103.82753444546556	groSL
1959	groL	4376585	4378472	+	111.3709603129817	groL
1960	groL	4376675	4378472	+	114.00603675267193	groL
1961	groL	4376778	4378472	+	115.4239846405398	groL
1962	yjeI	4378563	4378963	+	14.205012780772677	yjeI
1963	efp	4381369	4382066	+	37.244342408333935	efp
1964	ecnB	4382311	4382532	+	2.230000473705648	ecnB
1965	sugE	4382596	4382993	+	1.3757794286728833	sugE
1966	blc	4382991	4383546	-	1.5323142611082312	blc
1967	ampC	4383585	4384804	-	0.7069596169099067	ampC
1968	frdABCD	4384768	4388213	-	8.781158077978938	frdABCD
1969	epmA	4388420	4389421	+	1.827931767282332	epmA
1970	psd-mscM	4391849	4396439	-	2.0852566061500117	psd-mscM
1971	glyVXY	4398115	4398459	+	3.514134899083505	glyVXY
1972	yjeV	4398538	4398746	+	0.6045082464190751	yjeV
1973	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	4399479	4410105	+	11.47515787796551	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC
1974	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	4399739	4410105	+	11.706332228004415	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC
1975	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC	4399837	4410105	+	11.79073248880153	yjeF-tsaE-amiB-mutL-miaA-hfq-hflXKC
1976	queG	4398730	4399893	-	1.7412660205700574	queG
1977	mutL-miaA-hfq-hflXKC	4402848	4410105	+	16.39437442858565	mutL-miaA-hfq-hflXKC
1978	mutL-miaA-hfq-hflXKC	4402902	4410105	+	16.5147421632627	mutL-miaA-hfq-hflXKC
1979	miaA-hfq-hflXKC	4404784	4410105	+	21.71900745089882	miaA-hfq-hflXKC
1980	miaA-hfq-hflXKC	4404854	4410105	+	21.976542035780017	miaA-hfq-hflXKC
1981	hfq-hflXKC	4405603	4410105	+	23.988966225364333	hfq-hflXKC
1982	hfq-hflXKC	4406022	4410105	+	23.018037977955572	hfq-hflXKC
1983	purA	4410466	4411786	+	24.437452597170335	purA
1984	nsrR-rnr-rlmB-yjfI	4411846	4416335	+	3.8396131301521668	nsrR-rnr-rlmB-yjfI
1985	aidB	4420049	4421701	+	0.1506581676553779	aidB
1986	bsmA	4422243	4422670	-	3.3840703941329413	bsmA
1987	ulaG	4424363	4425476	-	0.47617954652529687	ulaG
1988	ulaABCDEF	4425729	4430187	+	0.3048933629444603	ulaABCDEF
1989	rpsF-priB-rpsR-rplI	4430827	4432358	+	173.29519299074116	rpsF-priB-rpsR-rplI
1990	ytfB	4433881	4434620	-	6.000306681098098	ytfB
1991	cycA	4435582	4437077	+	2.180894968352531	cycA
1992	ytfE	4437123	4437810	-	0.3747568078349044	ytfE
1993	cpdB	4440424	4442430	-	1.947026823979695	cpdB
1994	ytfJ	4444510	4445087	-	6.289188696671512	ytfJ
1995	ytfK	4445313	4445594	+	8.226856842852023	ytfK
1996	msrA	4447340	4448062	-	2.696022108637124	msrA
1997	yzfA	4453778	4454095	-	5.351791639193304	yzfA
1998	chpSB	4454204	4454843	+	1.7438406278830285	chpSB
1999	chpSB	4454230	4454843	+	1.786410718934306	chpSB
2000	ppa	4454924	4455487	-	105.23929819938287	ppa
2001	mpl	4461530	4462959	+	4.139186446032022	mpl
2002	mpl	4461562	4462959	+	4.233864048800445	mpl
2003	pmbA	4463747	4465112	+	2.651058553324646	pmbA
2004	nrdDG	4465702	4468639	-	6.577470504655234	nrdDG
2005	treBC	4468856	4472011	-	84.13382789908214	treBC
2006	treR	4472086	4473072	-	0.66987760956603	treR
2007	treR	4472086	4473076	-	0.6671764901726186	treR
2008	treR	4472086	4473080	-	0.664497066517307	treR
2009	mgtLA	4473082	4476122	+	3.9502639763785523	mgtLA
2010	treR	4472086	4473148	-	0.6220292088827422	treR
2011	mgtLA	4473165	4476122	+	4.057003004037373	mgtLA
2012	ridA	4476329	4476747	-	37.952086050606454	ridA
2013	pyrLBI	4478228	4478354	-	0.5187093439075451	pyrLBI
2014	pyrLBI	4478228	4478546	-	0.24739884241389945	pyrLBI
2015	bdcA	4479142	4479865	-	0.35958845045584553	bdcA
2016	argI	4483109	4484145	-	0.05273075337269134	argI
2017	rraB	4484186	4484690	+	25.002320828453083	rraB
2018	rraB	4484247	4484690	+	28.429605256623063	rraB
2019	valS	4486734	4489720	-	10.139734868095859	valS
2020	valS	4486734	4489728	-	10.112659474589593	valS
2021	holC-valS	4486784	4490074	-	9.416264186887869	holC-valS
2022	pepA	4490242	4491902	-	8.103959961281214	pepA
2023	pepA	4490242	4491913	-	8.050676303436568	pepA
2024	pepA	4490242	4491940	-	8.037080819458248	pepA
2025	idnR	4495943	4496983	-	0.5972419436712508	idnR
2026	idnDOTR	4495943	4500236	-	0.33963766257029704	idnDOTR
2027	idnK	4500399	4500987	+	0.347254223071193	idnK
2028	leuX	4502188	4502290	+	0.05618134896467095	leuX
2029	yjhBC	4509822	4512206	+	1.2095395623748155	yjhBC
2030	fecABCDE	4516492	4522528	-	2.0052966359520528	fecABCDE
2031	fecIR	4522566	4524083	-	1.1449799432706846	fecIR
2032	ryjB	4533779	4533867	+	0.27368063825658034	ryjB
2033	nanCM	4543461	4545729	-	1.5703181952603416	nanCM
2034	nanCMS	4542416	4545729	-	1.3437927350992513	nanCMS
2035	fimB	4546469	4547360	+	2.0960948166436304	fimB
2036	fimB	4546611	4547360	+	2.4839231085041553	fimB
2037	fimE	4547673	4548703	+	0.08839554586701164	fimE
2038	fimAICDFGH	4548496	4555511	+	0.8052746827798608	fimAICDFGH
2039	gntP	4555724	4557135	-	0.233676615850946	gntP
2040	uxuAB	4557320	4560162	+	2.560565394096732	uxuAB
2041	uxuR	4560260	4561150	+	1.4597260239041392	uxuR
2042	ytiCD-idlP-iraD	4562378	4563186	+	0.210178489094302	ytiCD-idlP-iraD
2043	idlP-iraD	4562658	4563186	+	0.3212161814460088	idlP-iraD
2044	symR	4585637	4585712	+	0.0	symR
2045	symE	4585301	4585718	-	0.34664072922586103	symE
2046	btsT	4594931	4597168	-	41.21003300370461	btsT
2047	tsr	4597214	4599113	+	0.14635991975668874	tsr
2048	tsr	4597435	4599113	+	0.15801034161022817	tsr
2049	lgoR	4600739	4601748	-	0.5381674938166463	lgoR
2050	dnaTC-yjjA	4605422	4607416	-	1.6724140821064843	dnaTC-yjjA
2051	dnaTC	4605941	4607416	-	1.346278294211013	dnaTC
2052	yjjB-dnaTC-yjjA	4605422	4607978	-	1.3557570830682026	yjjB-dnaTC-yjjA
2053	yjjB-dnaTC	4605941	4607978	-	1.0389117955633085	yjjB-dnaTC
2054	yjjP	4607890	4608835	-	0.20651177068015983	yjjP
2055	yjjQ-bglJ	4609121	4610638	+	0.3836558492035203	yjjQ-bglJ
2056	fhuF	4610677	4611495	-	8.904492119276261	fhuF
2057	fhuF	4610677	4611553	-	8.316268266294456	fhuF
2058	yjjZ	4611579	4611841	+	1.0282101929482133	yjjZ
2059	leuQPV	4611881	4612233	-	1.9751194240563084	leuQPV
2060	holD-rimI-yjjG	4613583	4615124	+	2.3660110743910896	holD-rimI-yjjG
2061	osmY	4616955	4617802	+	4.630234995664267	osmY
2062	deoCABD	4622481	4627460	+	21.711567312329226	deoCABD
2063	deoCABD	4623080	4627460	+	24.27420963693767	deoCABD
2064	deoBD	4625369	4627460	+	34.82237210114496	deoBD
2065	ytjB-lplA	4628903	4630600	-	1.331123389598078	ytjB-lplA
2066	serB-radA	4630658	4633095	+	2.027414112495401	serB-radA
2067	slt	4636502	4638471	+	1.0349370267188167	slt
2068	trpR	4638506	4638945	+	0.6891680981924005	trpR
2069	creABC	4641045	4643921	+	1.7435757996295278	creABC
2070	rob	4640243	4641154	-	7.618460994315474	rob
2071	creABCD	4641279	4645373	+	1.2979346839224808	creABCD
2072	creD	4643962	4645373	+	0.31854596820615405	creD
2073	arcA	4645341	4646309	-	37.140123357978	arcA
2074	arcA	4645341	4646313	-	37.00015290996625	arcA
2075	arcA	4645341	4646336	-	36.16451647121005	arcA
2076	arcA	4645341	4646400	-	34.2684575811181	arcA
2077	arcA	4645341	4646482	-	31.905603138842086	arcA
2078	arcA	4645341	4646489	-	31.711395119736093	arcA
2079	arcA	4645341	4646602	-	28.888774292691696	arcA
2080	gltI-sroC-gltJKL	686074	689290	-	3.0460285606304947	gltI-sroC-gltJKL
2081	garD	3276259	3277829	+	0.2653058585633719	garD
2082	gudPXD	2917823	2921877	-	0.11491610653623464	gudPXD
2083	pdxA-rsmA-apaGH	50380	53415	-	5.285092110507784	pdxA-rsmA-apaGH
2084	pdxA-rsmA	51609	53415	-	6.864099548459534	pdxA-rsmA
2085	ccmABCDEFGH	2295814	2302099	-	0.2644467212984413	ccmABCDEFGH
2086	fimB	4546759	4547360	+	2.653761067302843	fimB
2087	surA-pdxA-rsmA-apaGH	50380	54701	-	7.721805624302749	surA-pdxA-rsmA-apaGH
2088	ldcC	209679	211819	+	0.7676695914600778	ldcC
2089	gatR_2	2174654	2174991	-	4.0787602401341445	gatR_2
2090	rtcR	4081672	4083269	-	0.224803782677218	rtcR
2091	rplL	3456878	3457242	-	532.2876687694105	rplL
2092	allR	532235	533049	+	4.062330812120867	allR
2093	yjcS	4309213	4311197	-	0.030215699518642874	yjcS
2094	fliDST	2007131	2009336	+	0.23027371814751954	fliDST
2095	yhiL	4007079	4008316	+	0.01987994951016322	yhiL
2096	yffB-dapE-ypfN	2591025	2592739	+	6.162488921505843	yffB-dapE-ypfN
2097	hypF	2834951	2837202	-	0.16811218813090842	hypF
2098	dcd	2144893	2145473	-	5.900750280356952	dcd
2099	trkA	4203644	4205019	-	3.5140728260218452	trkA
2100	yehS	2216182	2216651	-	6.715587729900897	yehS
2101	mnmA	1195366	1196471	-	4.216061268785562	mnmA
2102	yfcD	2425202	2425743	-	5.655666639909405	yfcD
2103	hda	2617853	2618553	-	3.638636985545057	hda
2104	folX-yfcH	2427893	2429168	+	8.57822167269727	folX-yfcH
